state_id,condition,family,suite,task_id,episode_idx,episode,source_episode_success,intervention_step,step_budget,success_A_baseline,steps_A_baseline,rts_A_baseline,success_B_top_D,steps_B_top_D,rts_B_top_D,success_C_top_DS,steps_C_top_DS,rts_C_top_DS,success_D_full_oracle,steps_D_full_oracle,rts_D_full_oracle,case1_rescue_DxS,case2_damage_DxS,case3_oracle_rescue,case4_oracle_also_fail,rescue_topD,damage_topD,damage_oracle
A_occlusion_medium_libero_object_t00_ep005_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,5,A_occlusion_medium_libero_object_t0_ep5,True,24,226,1,130,130,1,128,128,1,128,128,1,122,122,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t00_ep006_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,6,A_occlusion_medium_libero_object_t0_ep6,True,24,226,1,183,183,1,189,189,1,175,175,0,226,,0,0,0,0,0,0,1
A_occlusion_medium_libero_object_t00_ep007_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,7,A_occlusion_medium_libero_object_t0_ep7,True,24,226,1,122,122,1,130,130,1,127,127,1,126,126,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t00_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,8,A_occlusion_medium_libero_object_t0_ep8,True,24,226,1,125,125,1,133,133,1,134,134,1,129,129,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t00_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,9,A_occlusion_medium_libero_object_t0_ep9,True,24,226,1,135,135,1,184,184,0,226,,1,133,133,0,1,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep000_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,0,A_occlusion_medium_libero_object_t6_ep0,True,24,226,1,141,141,1,127,127,1,129,129,1,127,127,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,1,A_occlusion_medium_libero_object_t6_ep1,True,24,226,1,127,127,1,128,128,1,129,129,1,134,134,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep002_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,2,A_occlusion_medium_libero_object_t6_ep2,True,24,226,1,129,129,1,121,121,1,129,129,1,131,131,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep003_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,3,A_occlusion_medium_libero_object_t6_ep3,True,24,226,1,154,154,1,147,147,1,154,154,1,152,152,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep004_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,4,A_occlusion_medium_libero_object_t6_ep4,True,24,226,1,139,139,1,134,134,1,128,128,1,134,134,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep005_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,5,A_occlusion_medium_libero_object_t6_ep5,True,24,226,1,135,135,1,128,128,1,132,132,1,125,125,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep006_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,6,A_occlusion_medium_libero_object_t6_ep6,True,24,226,1,130,130,1,134,134,1,136,136,1,137,137,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep007_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,7,A_occlusion_medium_libero_object_t6_ep7,True,24,226,1,131,131,1,130,130,1,132,132,1,134,134,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,8,A_occlusion_medium_libero_object_t6_ep8,True,24,226,1,137,137,1,139,139,1,138,138,1,137,137,0,0,0,0,0,0,0
A_occlusion_medium_libero_object_t06_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,9,A_occlusion_medium_libero_object_t6_ep9,True,24,226,1,134,134,1,130,130,1,130,130,1,131,131,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep000_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,0,A_occlusion_medium_libero_spatial_t2_ep0,True,24,226,1,89,89,1,94,94,1,92,92,1,92,92,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,1,A_occlusion_medium_libero_spatial_t2_ep1,True,24,226,1,83,83,1,81,81,1,86,86,1,83,83,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep002_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,2,A_occlusion_medium_libero_spatial_t2_ep2,False,24,226,1,90,90,1,82,82,1,82,82,1,81,81,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep003_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,3,A_occlusion_medium_libero_spatial_t2_ep3,True,16,234,1,89,89,1,88,88,1,89,89,1,88,88,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep004_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,4,A_occlusion_medium_libero_spatial_t2_ep4,True,24,226,1,95,95,1,89,89,1,90,90,1,90,90,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep005_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,5,A_occlusion_medium_libero_spatial_t2_ep5,True,24,226,1,92,92,1,94,94,1,92,92,1,83,83,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep006_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,6,A_occlusion_medium_libero_spatial_t2_ep6,True,24,226,1,82,82,1,79,79,1,81,81,1,83,83,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep007_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,7,A_occlusion_medium_libero_spatial_t2_ep7,True,24,226,1,83,83,1,84,84,1,83,83,1,84,84,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,8,A_occlusion_medium_libero_spatial_t2_ep8,True,24,226,1,85,85,1,84,84,1,84,84,1,84,84,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t02_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,2,9,A_occlusion_medium_libero_spatial_t2_ep9,False,24,226,1,83,83,1,84,84,1,82,82,1,77,77,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep000_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,0,A_occlusion_medium_libero_spatial_t7_ep0,True,16,234,1,102,102,1,102,102,1,102,102,1,104,104,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,1,A_occlusion_medium_libero_spatial_t7_ep1,True,24,226,1,104,104,1,103,103,1,103,103,1,100,100,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep002_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,2,A_occlusion_medium_libero_spatial_t7_ep2,True,16,234,1,114,114,1,115,115,1,117,117,1,114,114,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep003_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,3,A_occlusion_medium_libero_spatial_t7_ep3,True,16,234,1,116,116,1,112,112,1,111,111,1,116,116,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep004_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,4,A_occlusion_medium_libero_spatial_t7_ep4,True,16,234,1,113,113,1,109,109,1,112,112,1,120,120,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep005_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,5,A_occlusion_medium_libero_spatial_t7_ep5,True,16,234,1,117,117,1,118,118,1,116,116,1,110,110,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep006_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,6,A_occlusion_medium_libero_spatial_t7_ep6,True,16,234,1,111,111,1,108,108,1,109,109,1,108,108,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep007_s0016_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,7,A_occlusion_medium_libero_spatial_t7_ep7,True,16,234,1,109,109,1,110,110,1,111,111,1,110,110,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,8,A_occlusion_medium_libero_spatial_t7_ep8,True,24,226,1,110,110,1,111,111,1,107,107,1,111,111,0,0,0,0,0,0,0
A_occlusion_medium_libero_spatial_t07_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_spatial,7,9,A_occlusion_medium_libero_spatial_t7_ep9,True,24,226,1,114,114,1,110,110,1,108,108,1,109,109,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t05_ep000_s0136_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,0,B_camera_shift_strong_libero_goal_t5_ep0,False,136,114,0,114,,0,114,,0,114,,0,114,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep001_s0112_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,1,B_camera_shift_strong_libero_goal_t5_ep1,False,112,138,0,138,,0,138,,0,138,,0,138,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep002_s0176_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,2,B_camera_shift_strong_libero_goal_t5_ep2,False,176,74,0,74,,0,74,,0,74,,0,74,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep003_s0168_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,3,B_camera_shift_strong_libero_goal_t5_ep3,False,168,82,0,82,,0,82,,0,82,,0,82,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep004_s0136_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,4,B_camera_shift_strong_libero_goal_t5_ep4,False,136,114,0,114,,0,114,,0,114,,0,114,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep005_s0152_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,5,B_camera_shift_strong_libero_goal_t5_ep5,False,152,98,0,98,,0,98,,0,98,,0,98,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep006_s0160_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,6,B_camera_shift_strong_libero_goal_t5_ep6,False,160,90,0,90,,0,90,,0,90,,0,90,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep007_s0176_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,7,B_camera_shift_strong_libero_goal_t5_ep7,False,176,74,0,74,,0,74,,0,74,,0,74,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t05_ep008_s0096_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,8,B_camera_shift_strong_libero_goal_t5_ep8,True,96,154,1,74,74,1,75,75,1,77,77,1,81,81,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t05_ep009_s0144_approach,B_camera_shift_strong,B_camera_shift,libero_goal,5,9,B_camera_shift_strong_libero_goal_t5_ep9,False,144,106,0,106,,0,106,,0,106,,0,106,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_goal_t08_ep000_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,0,B_camera_shift_strong_libero_goal_t8_ep0,True,16,234,1,69,69,1,71,71,1,69,69,1,69,69,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep001_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,1,B_camera_shift_strong_libero_goal_t8_ep1,True,16,234,1,80,80,1,80,80,1,74,74,1,74,74,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep002_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,2,B_camera_shift_strong_libero_goal_t8_ep2,True,16,234,1,57,57,1,62,62,1,66,66,1,63,63,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep003_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,3,B_camera_shift_strong_libero_goal_t8_ep3,True,16,234,1,59,59,1,60,60,1,60,60,1,61,61,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep004_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,4,B_camera_shift_strong_libero_goal_t8_ep4,False,16,234,0,234,,0,234,,0,234,,1,59,59,0,0,1,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep005_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,5,B_camera_shift_strong_libero_goal_t8_ep5,True,16,234,1,66,66,1,66,66,1,66,66,1,66,66,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep006_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,6,B_camera_shift_strong_libero_goal_t8_ep6,True,16,234,1,57,57,1,58,58,1,61,61,1,61,61,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep007_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,7,B_camera_shift_strong_libero_goal_t8_ep7,True,16,234,1,67,67,1,66,66,1,66,66,1,66,66,0,0,0,0,0,0,0
B_camera_shift_strong_libero_goal_t08_ep008_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,8,B_camera_shift_strong_libero_goal_t8_ep8,True,16,234,0,234,,1,83,83,1,93,93,1,93,93,1,0,1,0,1,0,0
B_camera_shift_strong_libero_goal_t08_ep009_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_goal,8,9,B_camera_shift_strong_libero_goal_t8_ep9,True,16,234,1,57,57,1,64,64,1,62,62,1,63,63,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep000_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,0,B_camera_shift_strong_libero_object_t0_ep0,False,24,226,0,226,,0,226,,0,226,,0,226,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t00_ep001_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,1,B_camera_shift_strong_libero_object_t0_ep1,True,24,226,1,133,133,1,134,134,1,133,133,1,134,134,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep002_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,2,B_camera_shift_strong_libero_object_t0_ep2,True,24,226,1,127,127,1,129,129,1,130,130,1,128,128,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep003_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,3,B_camera_shift_strong_libero_object_t0_ep3,True,24,226,1,132,132,1,132,132,1,145,145,1,135,135,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep004_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,4,B_camera_shift_strong_libero_object_t0_ep4,True,24,226,1,129,129,1,124,124,1,130,130,1,126,126,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep005_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,5,B_camera_shift_strong_libero_object_t0_ep5,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t00_ep006_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,6,B_camera_shift_strong_libero_object_t0_ep6,False,24,226,1,133,133,1,134,134,1,138,138,1,135,135,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep007_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,7,B_camera_shift_strong_libero_object_t0_ep7,True,24,226,1,134,134,1,132,132,1,133,133,1,132,132,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep008_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,8,B_camera_shift_strong_libero_object_t0_ep8,False,16,234,1,138,138,1,171,171,1,214,214,1,177,177,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t00_ep009_s0024_approach,B_camera_shift_strong,B_camera_shift,libero_object,0,9,B_camera_shift_strong_libero_object_t0_ep9,True,24,226,1,130,130,1,133,133,1,129,129,1,127,127,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t06_ep000_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,0,B_camera_shift_strong_libero_object_t6_ep0,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t06_ep001_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,1,B_camera_shift_strong_libero_object_t6_ep1,True,16,234,1,146,146,1,154,154,1,154,154,1,154,154,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t06_ep002_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,2,B_camera_shift_strong_libero_object_t6_ep2,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t06_ep003_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,3,B_camera_shift_strong_libero_object_t6_ep3,True,16,234,1,177,177,1,136,136,1,129,129,1,147,147,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t06_ep004_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,4,B_camera_shift_strong_libero_object_t6_ep4,True,16,234,1,175,175,1,146,146,1,164,164,1,147,147,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t06_ep005_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,5,B_camera_shift_strong_libero_object_t6_ep5,True,16,234,1,146,146,1,145,145,1,155,155,1,147,147,0,0,0,0,0,0,0
B_camera_shift_strong_libero_object_t06_ep006_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,6,B_camera_shift_strong_libero_object_t6_ep6,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t06_ep007_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,7,B_camera_shift_strong_libero_object_t6_ep7,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t06_ep008_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,8,B_camera_shift_strong_libero_object_t6_ep8,False,16,234,0,234,,0,234,,0,234,,0,234,,0,0,0,1,0,0,0
B_camera_shift_strong_libero_object_t06_ep009_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_object,6,9,B_camera_shift_strong_libero_object_t6_ep9,True,16,234,1,187,187,1,141,141,1,155,155,1,147,147,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep000_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,0,B_camera_shift_strong_libero_spatial_t2_ep0,True,16,234,1,87,87,1,86,86,1,88,88,1,85,85,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep001_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,1,B_camera_shift_strong_libero_spatial_t2_ep1,True,16,234,1,84,84,1,89,89,1,88,88,1,85,85,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep002_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,2,B_camera_shift_strong_libero_spatial_t2_ep2,True,16,234,1,83,83,1,81,81,1,82,82,1,82,82,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep003_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,3,B_camera_shift_strong_libero_spatial_t2_ep3,True,16,234,1,74,74,1,73,73,1,77,77,1,76,76,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep004_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,4,B_camera_shift_strong_libero_spatial_t2_ep4,True,16,234,1,84,84,1,85,85,1,85,85,1,84,84,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep005_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,5,B_camera_shift_strong_libero_spatial_t2_ep5,True,16,234,1,84,84,1,85,85,1,88,88,1,87,87,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep006_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,6,B_camera_shift_strong_libero_spatial_t2_ep6,True,16,234,1,91,91,1,90,90,1,91,91,1,90,90,0,0,0,0,0,0,0
B_camera_shift_strong_libero_spatial_t02_ep007_s0016_approach,B_camera_shift_strong,B_camera_shift,libero_spatial,2,7,B_camera_shift_strong_libero_spatial_t2_ep7,True,16,234,1,90,90,1,85,85,1,89,89,1,84,84,0,0,0,0,0,0,0
